molecule_chembl_id,canonical_smiles,standard_value
CHEMBL2436978,CN1CCN(Cc2ccc(-c3cnc4[nH]cc(-c5ccc6[nH]ccc6c5)c4c3)cc2)CC1,10000.0
CHEMBL2391119,COc1ccc(-c2ccc(CSc3nnc(-c4ccc5c(c4)OCO5)o3)cc2)cc1,75.0
CHEMBL2435289,Cn1cc(-c2nc(-c3cn(C)c4ncccc34)cs2)c2cc(F)ccc21,35680.0
CHEMBL2435287,Cn1cc(-c2csc(-c3c[nH]c4ccccc34)n2)c2cccnc21,40180.0
CHEMBL2435286,Cn1cc(-c2nc(-c3c[nH]c4ncccc34)cs2)c2cc(F)ccc21,42180.0
CHEMBL2443026,CN(C)c1ccc(Oc2cc(O)cc(O)c2-c2cc(C(=O)NC3CCN(C4CCC5(CC4)OCCO5)CC3)no2)cc1,10.0
CHEMBL2443139,CC(C)Nc1ccc(Oc2cc(O)cc(O)c2-c2cc(C(=O)NC3CCN(C)CC3)no2)cc1,10.0
CHEMBL2443138,CN1CCC(NC(=O)c2cc(-c3c(O)cc(O)cc3Oc3ccc(N(C)C)cc3)on2)CC1,10.0
CHEMBL2443044,CN1CCC(NC(=O)c2cc(-c3c(O)cc(O)cc3Oc3ccc([N+](=O)[O-])cc3)on2)CC1,10.0
CHEMBL3086065,CNS(=O)(=O)Nc1cccc(Cc2c(C)c3cc(Cl)c(OC(=O)N(C)C)cc3oc2=O)c1,50000.0
CHEMBL3093034,Cn1c(NCC(=O)c2cccc(C#N)c2)nc(-c2ccncc2)cc1=O,13.0
CHEMBL3093033,Cc1cccc(C(=O)CNc2nc(-c3ccncc3)cc(=O)n2C)c1,38.0
CHEMBL3093032,Cn1c(NCC(=O)c2cccc(Cl)c2)nc(-c2ccncc2)cc1=O,13.0
CHEMBL2391098,N#Cc1cc(F)ccc1-c1ccc(CSc2nnc(-c3ccncc3)o2)cc1,56.0
CHEMBL2391099,c1ccc(-c2ccc(CSc3nnc(-c4ccncc4)o3)cc2)cc1,83.0
CHEMBL2386106,Cn1cc(C2=C(c3coc4ccccc34)C(=O)NC2=O)c2cc(Br)cnc21,5.3
CHEMBL2385543,O=C1c2oc(-c3ccc(Cl)cc3)cc2Cc2cc(N3CCNCC3)ccc2N1Cc1ccccc1-c1cccnc1,30000.0
CHEMBL2386105,COCCn1cc(C2=C(c3coc4ccccc34)C(=O)NC2=O)c2cc(F)c(F)cc21,35.7
CHEMBL2386104,COCCn1cc(C2=C(c3coc4ccccc34)C(=O)NC2=O)c2cc(Br)ccc21,82.3
CHEMBL2386103,COCCn1cc(C2=C(c3coc4ccccc34)C(=O)NC2=O)c2cc(F)ccc21,39.7
CHEMBL2386102,COCCn1cc(C2=C(c3coc4ccccc34)C(=O)NC2=O)c2ccccc21,19.8
CHEMBL2386101,CNCCCn1cc(C2=C(c3coc4ccccc34)C(=O)NC2=O)c2cc(F)ccc21,202.0
CHEMBL2386100,CNCCCn1cc(C2=C(c3coc4ccccc34)C(=O)NC2=O)c2cc(Br)ccc21,404.0
CHEMBL2386099,NCCn1cc(C2=C(c3coc4ccccc34)C(=O)NC2=O)c2cc(F)ccc21,41.1
CHEMBL2386098,NCCn1cc(C2=C(c3coc4ccccc34)C(=O)NC2=O)c2cc(Br)ccc21,116.0
CHEMBL2386097,O=C1NC(=O)C(c2cn(CCCO)c3ccc(F)cc23)=C1c1coc2ccccc12,15.0
CHEMBL2386096,O=C1NC(=O)C(c2cn(CCO)c3ccc(F)cc23)=C1c1coc2ccccc12,4.8
CHEMBL2386095,O=C1NC(=O)C(c2cn(CCO)c3ccc(Br)cc23)=C1c1coc2ccccc12,21.4
CHEMBL2391127,N#Cc1ccc(-c2ccc(CSc3nnc(-c4ccc5c(c4)OCCO5)o3)cc2)cc1,1995.0
CHEMBL2391132,N#Cc1cccc(-c2ccc(CSc3nnc(-c4ccncc4)o3)cc2)c1,84.0
CHEMBL2391124,Fc1cc(F)cc(-c2ccc(CSc3nnc(-c4ccc5c(c4)OCCO5)o3)cc2)c1,966.0
CHEMBL2391123,c1ccc(-c2ccc(CSc3nnc(-c4ccc5c(c4)OCCO5)o3)cc2)cc1,234.0
CHEMBL2391130,N#Cc1cccc(-c2ccc(CSc3nnc(-c4ccc5c(c4)OCCO5)o3)cc2)c1,225.0
CHEMBL2391117,Fc1cc(F)cc(-c2ccc(CSc3nnc(-c4ccc5c(c4)OCO5)o3)cc2)c1,195.0
CHEMBL2391131,COc1ccc(-c2ccc(CSc3nnc(-c4ccncc4)o3)cc2)cc1,176.0
CHEMBL2391133,O=[N+]([O-])c1ccccc1-c1ccc(CSc2nnc(-c3ccncc3)o2)cc1,164.0
CHEMBL2391128,O=[N+]([O-])c1cccc(-c2ccc(CSc3nnc(-c4ccc5c(c4)OCCO5)o3)cc2)c1,164.0
CHEMBL2390958,N#Cc1ccc(-c2ccc(CSc3nnc(-c4ccncc4)o3)cc2)cc1,153.0
CHEMBL2391126,COc1ccc(-c2ccc(CSc3nnc(-c4ccc5c(c4)OCCO5)o3)cc2)cc1,127.0
CHEMBL2391129,O=[N+]([O-])c1ccccc1-c1ccc(CSc2nnc(-c3ccc4c(c3)OCCO4)o2)cc1,90.0
CHEMBL2391120,O=[N+]([O-])c1cccc(-c2ccc(CSc3nnc(-c4ccc5c(c4)OCO5)o3)cc2)c1,86.0
CHEMBL151,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,1500.0
CHEMBL50,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,2000.0
CHEMBL28,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,1900.0
CHEMBL2064522,c1cc(-c2nnn[nH]2)ccc1CSc1nnc(-c2ccc3c(c2)OCO3)o1,172.0
CHEMBL2062575,CC(=O)Nc1ccc2ccn(-c3cc(NCCCN(C)C)n4ncc(C#N)c4n3)c2c1,2600.0
CHEMBL2062577,CC(=O)N(C)c1ccc2ccn(-c3cc(NC4CC4)n4ncc(C#N)c4n3)c2c1,1400.0
CHEMBL2062581,CC(=O)Nc1ccc2[nH]cc(-c3cc(NC4CC4)n4ncc(C#N)c4n3)c2c1,250.0
CHEMBL2062585,CC(=O)Nc1ccc2c(c1)c(-c1cc(NC3CC3)n3ncc(C#N)c3n1)cn2CCC(=O)O,6000.0
CHEMBL2064516,N#Cc1cccc(CSc2nnc(-c3ccc4c(c3)OCO4)o2)c1,65.0
CHEMBL2064517,N#Cc1ccc(CSc2nnc(-c3ccc4c(c3)OCO4)o2)cc1,130.0
CHEMBL2064518,N#Cc1cccc(CSc2nnc(-c3ccc4c(c3)OCCO4)o2)c1,86.0
CHEMBL2064519,N#Cc1ccc(CSc2nnc(-c3ccc4c(c3)OCCO4)o2)cc1,166.0
CHEMBL2064520,COC(=O)c1ccc(CSc2nnc(-c3ccc4c(c3)OCCO4)o2)cc1,36.0
CHEMBL2064521,N#Cc1cccc(CSc2nnc(-c3ccncc3)o2)c1,3162.0
CHEMBL1352577,N#Cc1ccc(CSc2nnc(-c3ccncc3)o2)cc1,10000.0
CHEMBL2064531,c1ccc(-c2ccc(CSc3nnc(-c4ccc5c(c4)OCO5)o3)cc2)cc1,176.0
CHEMBL2062564,CC(=O)Nc1ccc2cnn(-c3cc(NC4CC4)n4ncc(C#N)c4n3)c2c1,700.0
CHEMBL2064532,N#Cc1cc(F)ccc1-c1ccc(CSc2nnc(-c3ccc4c(c3)OCO4)o2)cc1,22.0
CHEMBL2064533,N#Cc1ccccc1-c1ccc(CSc2nnc(-c3ccc4c(c3)OCO4)o2)cc1,39.0
CHEMBL2064515,N#Cc1ccc(-c2ccc(CSc3nnc(-c4ccc5c(c4)OCO5)o3)cc2)cc1,316.0
CHEMBL2064534,N#Cc1ccccc1-c1ccc(CSc2nnc(-c3ccc4c(c3)OCCO4)o2)cc1,5.0
CHEMBL2064536,N#Cc1ccccc1-c1ccc(CSc2nnc(-c3ccncc3)o2)cc1,41.0
CHEMBL2064537,COCC1COc2ccc(-c3nnc(SCc4ccc(-c5ccccc5C#N)cc4)o3)cc2O1,233.0
CHEMBL2064538,COC[C@@H]1COc2ccc(-c3nnc(SCc4ccc(-c5ccccc5C#N)cc4)o3)cc2O1,758.0
CHEMBL2064539,COC[C@H]1COc2ccc(-c3nnc(SCc4ccc(-c5ccccc5C#N)cc4)o3)cc2O1,129.0
CHEMBL2064628,CN(C)C[C@@H](OC(=O)N1Cc2c(NC(=O)C(C)(C)C)n[nH]c2C1(C)C)c1ccccc1,227.0
CHEMBL2063926,CSc1ccccc1Nc1nc(N2CCN(C3CCNCC3)CC2)nc2c(NCC3CC3)ncnc12,10000.0
CHEMBL2071607,N#Cc1ccc2nc(Nc3ccc(Oc4ncccc4C(F)(F)F)cc3)[nH]c2c1,30800.0
CHEMBL2062565,CC(=O)Nc1cnc2ccn(-c3cc(NC4CC4)n4ncc(C#N)c4n3)c2c1,1000.0
CHEMBL2062563,CC(=O)Nc1ccc2ccn(-c3cc(NC4CC4)n4ncc(C#N)c4n3)c2c1,130.0
CHEMBL2071610,N#Cc1ccc2nc(Nc3ccc(-c4cccnc4F)cc3)[nH]c2c1,24200.0
CHEMBL2048673,O=C(NCCc1cccnc1Cl)c1ccnc2[nH]c(-c3ccoc3)nc12,9.0
CHEMBL2048663,CCS(=O)(=O)Nc1ccc(CCNC(=O)c2ccnc3[nH]c(-c4ccoc4)nc23)cc1,1.0
CHEMBL2048664,O=C(NCCc1ccc(F)nc1)c1ccnc2[nH]c(-c3ccc(F)cc3)nc12,17.0
CHEMBL2048665,O=C(Nc1cccnc1)c1ccnc2[nH]c(-c3ccc(F)cc3)nc12,8.0
CHEMBL2046466,O=C(NCCCc1ccc(Cl)nc1)c1ccnc2[nH]c(-c3ccc(F)cc3)nc12,17.0
CHEMBL2048666,O=C(NCCc1cccc(O)c1)c1ccnc2[nH]c(-c3ccc(F)cc3)nc12,14.0
CHEMBL2048667,CS(=O)(=O)Nc1ccc(CCNC(=O)c2ccnc3[nH]c(-c4ccc(F)cc4)nc23)cc1,44.0
CHEMBL2048668,CN(C)S(=O)(=O)Nc1ccc(CCNC(=O)c2ccnc3[nH]c(-c4ccc(F)cc4)nc23)cc1,27.0
CHEMBL2048669,CS(=O)(=O)Nc1ccc(CCNC(=O)c2ccnc3[nH]c(-c4ccc(Cl)cc4)nc23)cc1,10.0
CHEMBL2048670,CS(=O)(=O)Nc1ccc(CCNC(=O)c2ccnc3[nH]c(-c4ccoc4)nc23)cc1,3.0
CHEMBL2048671,CS(=O)(=O)Nc1ccc(CCNC(=O)c2ccnc3[nH]c(-c4cccs4)nc23)cc1,12.0
CHEMBL2048672,CN(C)S(=O)(=O)Nc1ccc(CCNC(=O)c2ccnc3[nH]c(-c4ccsc4)nc23)cc1,9.0
CHEMBL2048675,Cc1ccncc1NC(=O)c1ccnc2[nH]c(N3CCC(c4ccccc4)C3)nc12,30.0
CHEMBL2063002,CC(=O)O[C@H]1C[C@@H](O)C[C@H](O)C[C@@H](O)[C@@H]2O[C@H]2[C@@H](C)[C@@H]([C@@H](C)[C@@H](O)[C@H](C)[C@@H](O)[C@@H](C)[C@@H](C)O[C@H]2CC[C@H](O[C@@H]3CC[C@@H](OC(=O)[C@H](C)[C@@H](O)/C(C)=C/c4ccc5c(c4)C(=O)C=CC5=O)[C@H](C)O3)[C@H](C)O2)OC(=O)/C=C/[C@H](C)[C@@H](O)C[C@H](O)/C=C/CC[C@@H](C)[C@@H](O)[C@H](O)[C@@]2(O)O[C@@H](C1)C[C@@H](O)[C@@H]2O,2170.0
CHEMBL2048676,CCN(CC)c1ccc(-c2nc3c(C(=O)Nc4cnccc4C)ccnc3[nH]2)cc1,3.0
CHEMBL2048677,COc1ccncc1NC(=O)c1ccnc2[nH]c(-c3ccc(F)cc3)nc12,3.0
CHEMBL2048678,CCOc1ccncc1NC(=O)c1ccnc2[nH]c(-c3ccc(F)cc3)nc12,3.0
CHEMBL2048679,Cc1ccc(NC(=O)c2ccnc3[nH]c(-c4ccc(F)cc4)nc23)cn1,8.0
CHEMBL2048680,COc1ccc(-c2nc3c(C(=O)Nc4cnccc4C)ccnc3[nH]2)cc1,2.0
CHEMBL2048681,COc1cccc(-c2nc3c(C(=O)Nc4cnccc4C)ccnc3[nH]2)c1,3.0
CHEMBL2048682,CCOc1ccncc1NC(=O)c1ccnc2[nH]c(-c3cccnc3)nc12,3.0
CHEMBL2048683,CCOc1ccncc1NC(=O)c1ccnc2[nH]c(-c3cccc(OC)c3)nc12,7.0
CHEMBL2048684,COc1ccncc1NC(=O)c1ccnc2[nH]c(-c3cccc(Cl)c3)nc12,2.0
CHEMBL2048685,COc1ccncc1NC(=O)c1ccnc2[nH]c(-c3ccncc3)nc12,2.0
CHEMBL2048912,CC(C)(N)C(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc5sncc45)c(Cl)c3)c21,10000.0
CHEMBL2071609,N#Cc1ccc2nc(Nc3ccc(-c4ccccc4)cc3)[nH]c2c1,30800.0
CHEMBL2071612,CC(C)(C)c1ccc(Nc2nc3ccc(C#N)cc3[nH]2)cc1,44500.0
CHEMBL399121,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc1O,26900.0
CHEMBL2234214,CCOC(=O)C(=O)/C(=N\Nc1ccccc1)C(=O)c1ccccc1,10000.0
CHEMBL2234213,CCOc1ccc(S(=O)(=O)N2CCN(c3ccccc3)CC2)cc1-c1nc2ncccc2c(=O)[nH]1,10000.0
CHEMBL2234212,CCOc1ccc(S(=O)(=O)N2CCOCC2)cc1-c1nc2ncccc2c(=O)[nH]1,10000.0
CHEMBL2234211,O=c1[nH]cnc2c(-c3ccc(Br)cc3)n[nH]c12,10000.0
CHEMBL2234269,O=c1[nH]cnc2c(-c3ccccc3)n[nH]c12,10000.0
CHEMBL2234268,CCOC(=O)c1[nH]nc(-c2ccc(Br)cc2)c1N,10000.0
CHEMBL2234220,CCOC(=O)c1[nH]nc(-c2ccc(Cl)cc2)c1N,10000.0
CHEMBL2234219,CCOC(=O)c1[nH]nc(-c2ccc(Cl)cc2)c1/N=N/c1ccccc1,10000.0
CHEMBL2234218,CCOC(=O)c1[nH]nc(-c2ccc(F)cc2)c1/N=N/c1ccccc1,10000.0
CHEMBL2234217,O=C1NN=C(c2ccc(Br)cc2)/C(=N/Nc2ccccc2)C1=O,10000.0
CHEMBL2234216,O=C1NN=C(c2ccccc2)/C(=N/Nc2ccccc2)C1=O,10000.0
CHEMBL2234215,CCOC(=O)C(=O)/C(=N\Nc1ccccc1)C(=O)c1ccc(Cl)cc1,10000.0
CHEMBL2207941,CCCCCCCCCCCCCC(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](COP(=O)(O)O)C(=O)N1CCC[C@@H]1C(=O)O,40000.0
CHEMBL2297166,Cc1ccc(-c2c[nH]c(C3COCCN3Cc3c[nH]c4ccccc34)n2)cc1,120.0
CHEMBL605320,c1ccc2c(c1)nc(NCCN1CCOCC1)c1c3ccccc3[nH]c21,50000000.0
CHEMBL2297165,CCN(Cc1cn2ccccc2n1)Cc1nc2cc(OC)c(OC)cc2c(=O)[nH]1,50000000.0
CHEMBL451532,C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O)cc3)CC4=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,100000.0
CHEMBL449317,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3O2)cc1O,100000.0
CHEMBL9352,O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)cc(O)c21,45700.0
CHEMBL2205637,CC(C)(C)c1ccc(C(=O)Nc2cn3cc(-n4ccnc4)ccc3n2)cc1.Cl,10000.0
CHEMBL1492321,CN1C(=O)CC(c2ccco2)Sc2ccccc21,100000.0
CHEMBL2071613,Cc1ccc(Nc2nc3ccc(C#N)cc3[nH]2)cc1,30100.0
CHEMBL2203561,COc1cnc(COc2ccc(F)cc2)cc1-c1cc2c([nH]1)CCNC2=O,7830.0
CHEMBL2071614,CC(C)(O)c1ccc(Nc2nc3ccc(C#N)cc3[nH]2)cc1,60000.0
CHEMBL2071201,Cn1cc(Nc2ncc(Br)c(N[C@H]3[C@@H](C(N)=O)[C@@H]4C=C[C@H]3C4)n2)cn1,34.0
CHEMBL2148053,CC(C)(C(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(Cl)c4)c(Cl)c3)c21)S(C)(=O)=O.Cc1ccc(S(=O)(=O)O)cc1,10000.0
CHEMBL2158866,CCN(CC)S(=O)(=O)c1cc(Nc2nccc(-c3ccnc(-c4ccc(NC(=O)NC)cc4)c3)n2)ccc1Cl,330.0
CHEMBL2163999,N[C@H]1CC[C@H](Nc2cc(Nc3ccc(F)c(Cl)c3)n3nccc3n2)CC1,23000.0
CHEMBL2178352,CN1CCN(c2ccc(Nc3ncc4nc(Nc5ccccc5)n(C5CCCC5)c4n3)cc2)CC1,10000.0
CHEMBL2204532,CN(c1ccc(F)c(NC(=O)c2cccc(OC(C)(C)C#N)c2Cl)c1)c1ccc2nc(NC(=O)C3CC3)sc2n1,10000.0
CHEMBL2203565,COc1cnc(COc2cc(F)c(F)cc2C)cc1-c1cc2c([nH]1)CCNC2=O,38100.0
CHEMBL2203564,COc1cnc(COc2ccc(F)cc2C)cc1-c1cc2c([nH]1)CCNC2=O,53300.0
CHEMBL2203563,COc1cnc(COc2ccc(F)c(F)c2)cc1-c1cc2c([nH]1)CCNC2=O,10800.0
CHEMBL2203562,COc1cnc(COc2ccc(F)cc2F)cc1-c1cc2c([nH]1)CCNC2=O,4000.0
CHEMBL2203560,COc1cnc(CCc2ccc(F)cc2)cc1-c1cc2c([nH]1)CCNC2=O,62500.0
CHEMBL2207947,CC(C)N1C(=O)CC(c2ccco2)Sc2ccccc21,100000.0
CHEMBL2203559,COc1cnc(COc2ccc(F)cc2)nc1-c1cc2c([nH]1)CCNC2=O,1120.0
CHEMBL2203558,COc1cnc(Oc2ccccc2)nc1-c1cc2c([nH]1)CCNC2=O,62500.0
CHEMBL2203557,COc1cnc(OCc2ccc(F)cc2)nc1-c1cc2c([nH]1)CCNC2=O,30000.0
CHEMBL2203556,COc1cnc(Nc2ccccc2)nc1-c1cc2c([nH]1)CCNC2=O,16.0
CHEMBL2203555,COc1cnc(NCc2ccccc2)nc1-c1cc2c([nH]1)CCNC2=O,98.0
CHEMBL2203554,COc1cnc(CCc2ccc(F)cc2)nc1-c1cc2c([nH]1)CCNC2=O,25600.0
CHEMBL2203553,COc1cnc(/C=C/c2ccc(F)cc2)nc1-c1cc2c([nH]1)CCNC2=O,1220.0
CHEMBL2203552,COc1cnc(-c2cnc3ccccc3c2)nc1-c1cc2c([nH]1)CCNC2=O,1.491
CHEMBL2206666,O=C(Nc1cccc(Oc2ccc3nccn3n2)c1)c1cccc(C(F)(F)F)c1,10000.0
CHEMBL2207939,O=C1CC(c2ccco2)Sc2ccccc2N1Cc1cccc(Cl)c1,27000.0
CHEMBL3093031,Cn1c(NCC(=O)c2ccc(F)cc2)nc(-c2ccncc2)cc1=O,52.0
CHEMBL3093053,Cn1c(NCC(=O)c2ccccc2F)nc(-c2ccncc2)cc1=O,27.0
CHEMBL2048661,CCS(=O)(=O)Nc1ccc(CCNC(=O)c2ccnc3[nH]c(-c4cccs4)nc23)cc1,12.0
CHEMBL3093052,Cn1c(N(CCCCCN)CCc2ccccc2)nc(-c2ccncc2)cc1=O,150.0
CHEMBL3401117,Cn1c(N2CCOC(C3CCC3)C2)nc(-c2ccncc2F)cc1=O,12.0
CHEMBL3401118,C[C@@H]1COCCN1c1nc(-c2ccncc2F)cc(=O)n1C,7.0
CHEMBL3401119,CC[C@@H]1COCCN1c1nc(-c2ccncc2F)cc(=O)n1C,19.0
CHEMBL3401120,CC(C)[C@@H]1COCCN1c1nc(-c2ccncc2F)cc(=O)n1C,14.0
CHEMBL3401121,C[C@H]1COCCN1c1nc(-c2ccncc2F)cc(=O)n1C,23.0
CHEMBL3401122,CC[C@H]1COCCN1c1nc(-c2ccncc2F)cc(=O)n1C,30.0
CHEMBL3401123,C[C@@H]1CN(c2nc(-c3ccncc3F)cc(=O)n2C)[C@H](C)CO1,453.0
CHEMBL3401124,C[C@@H]1CO[C@@H](C)CN1c1nc(-c2ccncc2F)cc(=O)n1C,41.0
CHEMBL3401126,C[C@@H]1OCCN(c2nc(-c3ccncc3F)cc(=O)n2C)[C@H]1C,19.0
CHEMBL3401127,C[C@@H]1[C@@H](C)OCCN1c1nc(-c2ccncc2F)cc(=O)n1C,4.9
CHEMBL3401128,CC1N(c2nc(-c3ccncc3F)cc(=O)n2C)CCOC1(C)C,9.7
CHEMBL3401129,Cn1c(N2CCO[C@@H]3CCC[C@H]32)nc(-c2ccncc2F)cc1=O,4.2
CHEMBL3401130,Cn1c(N2CCO[C@H]3CCC[C@@H]32)nc(-c2ccncc2F)cc1=O,35.0
CHEMBL3401131,Cn1c(N2CCO[C@@H]3CCCC[C@H]32)nc(-c2ccncc2F)cc1=O,3.7
CHEMBL3401132,Cn1c(N2CCO[C@@H]3COC[C@H]32)nc(-c2ccncc2F)cc1=O,3.1
CHEMBL3410112,NC(=O)c1ccc(-c2ccnc(NC(=O)C3CC3)c2)nn1,140.0
CHEMBL3410111,CC(C)Oc1nc(-c2ccnc(NC(=O)C3CC3)c2)ncc1C(N)=O,0.83
CHEMBL3410110,COc1nc(-c2ccnc(NC(=O)C3CC3)c2)ncc1C(N)=O,5.9
CHEMBL3410109,NC(=O)c1cnc(-c2ccnc(NC(=O)C3CC3)c2)cn1,30.0
CHEMBL3410108,Cn1nc(C(N)=O)cc1-c1ccnc(NC(=O)C2CC2)c1,24.0
CHEMBL3410107,CC(C)Oc1cc(-c2ccnc(NC(=O)C3CC3)c2)ncc1C(N)=O,4.4
CHEMBL3410106,NC(=O)c1cnc(-c2ccnc(NC(=O)C3CC3)c2)cc1OCC(F)(F)F,6.8
CHEMBL3410105,COc1cc(-c2ccnc(NC(=O)C3CC3)c2)ncc1C(N)=O,22.0
CHEMBL3410104,COc1cc(-c2ccnc(NC(=O)C3CC3)c2)cnc1C(N)=O,7.0
CHEMBL3410103,NC(=O)c1ccc(-c2ccnc(NC(=O)C3CC3)c2)cn1,90.0
CHEMBL3401116,CCCCC1CN(c2nc(-c3ccncc3F)cc(=O)n2C)CCO1,12.0
CHEMBL3401115,CC(C)C1CN(c2nc(-c3ccncc3F)cc(=O)n2C)CCO1,17.0
CHEMBL3401114,Cn1c(N2CCOCC2)nc(-c2ccncc2F)cc1=O,67.0
CHEMBL3398203,O=C1NC(=O)C(c2nnc3ccccn23)=C1c1cn(CCCn2ccnc2)c2ccccc12,36.0
CHEMBL3309990,Nc1nc2c3c(F)cccc3nc(Cc3ccc4c(c3)OCO4)n2n1,10000.0
CHEMBL3309995,Nc1ccc2c(c1)nc(Cc1ccc3c(c1)OCO3)n1nc(N)nc21,10000.0
CHEMBL3309997,OCCCNc1ccc2c(c1)nc(-c1ccc3c(c1)OCO3)n1ncnc21,10000.0
CHEMBL112564,CN(C)Cc1c(-c2n[nH]c(-c3ccncc3)n2)nnn1-c1nonc1N,6920.0
CHEMBL3310151,CN1CCN(c2cc(F)c3c(c2)nc(Cc2ccc4c(c2)OCO4)n2nc(N)nc32)CC1,10000.0
CHEMBL3314140,Clc1ccc(-c2ccc(-c3nccn3-c3ccc(N4CCNCC4)cc3)o2)cc1,30000.0
CHEMBL3360318,COc1ccc(-c2cccc3nc(NC(=O)C4CC4)nn23)cc1,7114.0
CHEMBL3356117,CC(=O)c1ccc(N2CCN(C(=O)CN3CC[C@@H](C(=O)Nc4ccc(O)c(Cl)c4)C3)CC2)cc1,50000.0
CHEMBL3398205,O=C1NC(=O)C(c2nnc3ccccn23)=C1c1cn(CCCN2CCOCC2)c2ccccc12,199.7
CHEMBL3398204,O=C1NC(=O)C(c2nnc3ccccn23)=C1c1cn(CCCO)c2ccccc12,120.6
CHEMBL3398202,CC(C)n1cc(C2=C(c3nnc4ccccn34)C(=O)NC2=O)c2ccccc21,13.0
CHEMBL3398190,O=C1NC(=O)C(c2nnc3ccccn23)=C1c1c[nH]c2ccccc12,477.2
CHEMBL3398201,CCCCn1cc(C2=C(c3nnc4ccccn34)C(=O)NC2=O)c2ccccc21,69.7
CHEMBL3398200,C=CCn1cc(C2=C(c3nnc4ccccn34)C(=O)NC2=O)c2ccccc21,73.6
CHEMBL3398199,COc1ccc2c(c1)c(C1=C(c3nnc4ccccn34)C(=O)NC1=O)cn2C,941.8
CHEMBL3398198,Cn1cc(C2=C(c3nnc4ccccn34)C(=O)NC2=O)c2ccc(Br)cc21,327.4
CHEMBL3398197,Cn1cc(C2=C(c3nnc4ccccn34)C(=O)NC2=O)c2cc(Br)ccc21,63.5
CHEMBL3398196,Cn1cc(C2=C(c3nnc4ccccn34)C(=O)NC2=O)c2ccc(Cl)cc21,159.3
CHEMBL3398195,Cn1cc(C2=C(c3nnc4ccccn34)C(=O)NC2=O)c2cc(Cl)ccc21,74.1
CHEMBL3398194,Cn1cc(C2=C(c3nnc4ccccn34)C(=O)NC2=O)c2ccc(F)cc21,204.1
CHEMBL3398193,Cn1cc(C2=C(c3nnc4ccccn34)C(=O)NC2=O)c2cc(F)ccc21,188.0
CHEMBL3398192,Cc1cccc2c(C3=C(c4nnc5ccccn45)C(=O)NC3=O)cn(C)c12,105.4
CHEMBL3398191,Cn1cc(C2=C(c3nnc4ccccn34)C(=O)NC2=O)c2ccccc21,154.1
CHEMBL3410102,O=C(Nc1cc(-c2ccc3ccccc3c2)ccn1)C1CC1,610.0
CHEMBL3410101,O=C(Nc1cc(-c2ccc3ncccc3c2)ccn1)C1CC1,7.5
CHEMBL3410100,O=C(Nc1cc(-c2ccc3ccncc3c2)ccn1)C1CC1,74.0
CHEMBL3673984,COc1ccccc1C1C2=C(CC(C)(C)CC2=O)Nc2n[nH]c(C)c21,61.0
CHEMBL3652549,Cc1cc(Nc2c[nH]c3ncc(F)cc23)nc(C23CC4CC(CC(C4)C2)C3)n1,20.0
CHEMBL3699445,COc1cc(C2=C(c3cn(CCCNC(=O)C(N)CC(C)C)c4ccccc34)C(=O)NC2=O)cc(OC)c1OC,208.0
CHEMBL3673434,COc1cc(F)ccc1-c1ccnc(NC(=O)[C@H]2CCC[C@@H](NC(C)=O)C2)c1,903.0
CHEMBL3661033,Cc1cc(Nc2n[nH]c3ncc(F)cc23)nc(-c2ccccc2)c1C,20.0
CHEMBL3673435,COc1cc(F)ccc1-c1ccnc(NC(=O)C2CCC(NC(C)=O)C2)c1,857.0
CHEMBL3652547,Cc1cc(Nc2n[nH]c3ncc(F)cc23)nc(C2CCOCC2)n1,30.0
CHEMBL3652544,Cc1cc(Nc2n[nH]c3ncc(F)cc23)nc(C2CCCC2)n1,48.0
CHEMBL3661031,Cc1cc(Nc2n[nH]c3ncc(F)cc23)nc(-c2ccccc2Cl)c1,30.0
CHEMBL3699444,COc1cc(C2=C(c3cn(CCOC(=O)C(N)CC(C)C)c4ccccc34)C(=O)NC2=O)cc(OC)c1OC,12.0
CHEMBL3652551,Cc1cc(Nc2n[nH]c3ccc(F)cc23)nc(C2CCCCC2)n1,25.0
